packet,direction,observed_count,scenarios_seen,observed,known_to_repo,source_path,opcode,status
SCTradeLockUpdatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeLockUpdatePacket.cs,0x169,DISCOVERY_LEAD
SCTradeMadePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeMadePacket.cs,0x16A,DISCOVERY_LEAD
SCTradeMoneyPutupPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeMoneyPutupPacket.cs,0x164,DISCOVERY_LEAD
SCTradeOkUpdatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeOkUpdatePacket.cs,0x168,DISCOVERY_LEAD
SCTradeStartedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTradeStartedPacket.cs,0x160,DISCOVERY_LEAD
SCTransferTelescopeToggledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTransferTelescopeToggledPacket.cs,0x1B4,DISCOVERY_LEAD
SCTransferTelescopeUnitsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTransferTelescopeUnitsPacket.cs,0x1B5,DISCOVERY_LEAD
SCTrialAudienceJoinedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTrialAudienceJoinedPacket.cs,0x17F,DISCOVERY_LEAD
SCTrialAudienceLeftPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTrialAudienceLeftPacket.cs,0x180,DISCOVERY_LEAD
SCTrialCanceledPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTrialCanceledPacket.cs,0x183,DISCOVERY_LEAD
SCTrialInfoPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTrialInfoPacket.cs,0x181,DISCOVERY_LEAD
SCTrialWaitStatusPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTrialWaitStatusPacket.cs,0x17B,DISCOVERY_LEAD
SCTrionConfigPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCTrionConfigPacket.cs,0x007,DISCOVERY_LEAD
SCUnbondDoodadPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnbondDoodadPacket.cs,0x13A,DISCOVERY_LEAD
SCUnderWaterPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnderWaterPacket.cs,0x187,DISCOVERY_LEAD
SCUnhungPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnhungPacket.cs,0x138,DISCOVERY_LEAD
SCUnitBountyMoneyPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitBountyMoneyPacket.cs,0x0BB,DISCOVERY_LEAD
SCUnitEquipmentsChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitEquipmentsChangedPacket.cs,0x094,DISCOVERY_LEAD
SCUnitExpeditionChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitExpeditionChangedPacket.cs,0x01C,DISCOVERY_LEAD
SCUnitFactionChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitFactionChangedPacket.cs,0x01B,DISCOVERY_LEAD
SCUnitFlyingStateChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitFlyingStateChangedPacket.cs,0x07A,DISCOVERY_LEAD
SCUnitGmModeChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitGmModeChangedPacket.cs,0x203,DISCOVERY_LEAD
SCUnitIdleStatusPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitIdleStatusPacket.cs,0x1F5,DISCOVERY_LEAD
SCUnitImpulsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitImpulsePacket.cs,0x079,DISCOVERY_LEAD
SCUnitInvisiblePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitInvisiblePacket.cs,0x078,DISCOVERY_LEAD
SCUnitLootingStatePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitLootingStatePacket.cs,0x0F7,DISCOVERY_LEAD
SCUnitMovementsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitMovementsPacket.cs,0x06B,DISCOVERY_LEAD
SCUnitNameChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitNameChangedPacket.cs,0x070,DISCOVERY_LEAD
SCUnitOfflinePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitOfflinePacket.cs,0x06E,DISCOVERY_LEAD
SCUnitPortalUsedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitPortalUsedPacket.cs,0x060,DISCOVERY_LEAD
SCUnitPvPPointsChangedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitPvPPointsChangedPacket.cs,0x204,DISCOVERY_LEAD
SCUnitVisualOptionsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnitVisualOptionsPacket.cs,0x1CB,DISCOVERY_LEAD
SCUnknownPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnknownPacket.cs,0x0A0,DISCOVERY_LEAD
SCUnlockCurrencySlotPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUnlockCurrencySlotPacket.cs,0x20A,DISCOVERY_LEAD
SCUpdatePremiumPointPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUpdatePremiumPointPacket.cs,0x201,DISCOVERY_LEAD
SCUserNotesLoadedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCUserNotesLoadedPacket.cs,0x1E0,DISCOVERY_LEAD
SCVegetationCutdowningPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCVegetationCutdowningPacket.cs,0x081,DISCOVERY_LEAD
SCWorldMessagePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCWorldMessagePacket.cs,0x211,DISCOVERY_LEAD
SCWorldQueuePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/SCWorldQueuePacket.cs,0x005,DISCOVERY_LEAD
TCCharNameQueriedPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCCharNameQueriedPacket.cs,0x009,DISCOVERY_LEAD
TCDoodadIdsPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCDoodadIdsPacket.cs,0x003,DISCOVERY_LEAD
TCDoodadStreamPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCDoodadStreamPacket.cs,0x002,DISCOVERY_LEAD
TCDownloadEmblemPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCDownloadEmblemPacket.cs,0x004,DISCOVERY_LEAD
TCEmblemStreamDownloadPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCEmblemStreamDownloadPacket.cs,0x00C,DISCOVERY_LEAD
TCEmblemStreamRecvStatusPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCEmblemStreamRecvStatusPacket.cs,0x00A,DISCOVERY_LEAD
TCEmblemStreamSendStatusPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCEmblemStreamSendStatusPacket.cs,0x00B,DISCOVERY_LEAD
TCHouseFarmPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCHouseFarmPacket.cs,0x00E,DISCOVERY_LEAD
TCItemUccDataPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCItemUccDataPacket.cs,0x00D,DISCOVERY_LEAD
TCJoinResponsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCJoinResponsePacket.cs,0x001,DISCOVERY_LEAD
TCUccCharNamePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCUccCharNamePacket.cs,0x008,DISCOVERY_LEAD
TCUccComplexCheckValidPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCUccComplexCheckValidPacket.cs,0x00F,DISCOVERY_LEAD
TCUccComplexPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCUccComplexPacket.cs,0x005,DISCOVERY_LEAD
TCUccPositionPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCUccPositionPacket.cs,0x007,DISCOVERY_LEAD
TCUccStringPacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/S2C/TCUccStringPacket.cs,0x006,DISCOVERY_LEAD
X2EnterWorldResponsePacket,S2C,0,0,False,True,AAEmu.Game/Core/Packets/G2C/X2EnterWorldResponsePacket.cs,0x000,DISCOVERY_LEAD
PacketBase,UNKNOWN,0,0,False,True,AAEmu.Commons/Network/PacketBase.cs,,DISCOVERY_LEAD
PacketMarshaler,UNKNOWN,0,0,False,True,AAEmu.Commons/Network/PacketMarshaler.cs,,DISCOVERY_LEAD
PacketStream,UNKNOWN,0,0,False,True,AAEmu.Commons/Network/PacketStream.cs,,DISCOVERY_LEAD
